Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DameHeight,YearComissioned,Retrofit,lon,lat,projectID,YearDecommissioning
Bio 1553,Bioenergy,OCGT,CHP,DE,0.21,,,,,20.11.2004,,12.56783847,48.44831206,{'JRC': ['00000']},
Bio 1554,Bioenergy,OCGT,CHP,DE,20,,,,,21.11.2004,,7.477453213,51.39978847,{'JRC': ['00000']},
Bio 1555,Bioenergy,OCGT,CHP,DE,0.03,,,,,22.11.2004,,7.958343366,51.95053989,{'JRC': ['00000']},
Bio 1556,Bioenergy,OCGT,CHP,DE,0.073,,,,,23.11.2004,,12.14041223,48.73728984,{'JRC': ['00000']},
Bio 1557,Bioenergy,OCGT,CHP,DE,0.765,,,,,23.11.2004,,10.08684545,48.00070081,{'JRC': ['00000']},
Bio 1558,Bioenergy,OCGT,CHP,DE,0.0084,,,,,23.11.2004,,11.79186082,48.58848833,{'JRC': ['00000']},
Bio 1559,Bioenergy,OCGT,CHP,DE,1.584,,,,,23.11.2004,,7.930133065,53.6539958,{'JRC': ['00000']},
Bio 1560,Bioenergy,OCGT,CHP,DE,0.306,,,,,23.11.2004,,10.2143568,53.35338366,{'JRC': ['00000']},
Bio 1561,Bioenergy,OCGT,CHP,DE,0.78,,,,,24.11.2004,,10.80465083,49.28768946,{'JRC': ['00000']},
Bio 1562,Bioenergy,OCGT,CHP,DE,3.463,,,,,24.11.2004,,13.49483955,52.18348633,{'JRC': ['00000']},
Bio 1563,Bioenergy,OCGT,CHP,DE,0.4,,,,,24.11.2004,,7.009123828,50.11959235,{'JRC': ['00000']},
Bio 1564,Bioenergy,OCGT,CHP,DE,0.19,,,,,24.11.2004,,7.009123828,50.11959235,{'JRC': ['00000']},
Bio 1565,Bioenergy,OCGT,CHP,DE,0.35,,,,,24.11.2004,,7.009123828,50.11959235,{'JRC': ['00000']},
Bio 1566,Bioenergy,OCGT,CHP,DE,5.5,,,,,25.11.2004,,14.23457949,52.18726439,{'JRC': ['00000']},
Bio 1567,Bioenergy,OCGT,CHP,DE,0.775,,,,,25.11.2004,,8.503400567,47.96023952,{'JRC': ['00000']},
Bio 1568,Bioenergy,OCGT,CHP,DE,0.32,,,,,25.11.2004,,11.31255121,49.66044843,{'JRC': ['00000']},
Bio 1569,Bioenergy,OCGT,CHP,DE,1.18,,,,,26.11.2004,,9.907426361,49.71838316,{'JRC': ['00000']},
Bio 1570,Bioenergy,OCGT,CHP,DE,1.01,,,,,26.11.2004,,13.90262086,51.04077629,{'JRC': ['00000']},
Bio 1571,Bioenergy,OCGT,CHP,DE,0.03,,,,,26.11.2004,,11.24168669,50.05832412,{'JRC': ['00000']},
Bio 1572,Bioenergy,OCGT,CHP,DE,22,,,,,28.11.2004,,7.257672336,53.35891217,{'JRC': ['00000']},
Bio 1573,Bioenergy,OCGT,CHP,DE,0.5,,,,,29.11.2004,,9.049489912,49.23394435,{'JRC': ['00000']},
Bio 1574,Bioenergy,OCGT,CHP,DE,0.683,,,,,29.11.2004,,12.02554862,50.76263511,{'JRC': ['00000']},
Bio 1575,Bioenergy,OCGT,CHP,DE,0.74,,,,,30.11.2004,,9.80607283,53.12099909,{'JRC': ['00000']},
Bio 1576,Bioenergy,OCGT,CHP,DE,0.39,,,,,30.11.2004,,10.3216781,47.92878217,{'JRC': ['00000']},
Bio 1577,Bioenergy,OCGT,CHP,DE,0.311,,,,,30.11.2004,,12.01167451,51.12694646,{'JRC': ['00000']},
Bio 1578,Bioenergy,OCGT,CHP,DE,0.445,,,,,30.11.2004,,9.027707453,47.91612613,{'JRC': ['00000']},
Bio 1579,Bioenergy,OCGT,CHP,DE,0.6,,,,,30.11.2004,,10.7002672,49.67383033,{'JRC': ['00000']},
Bio 1580,Bioenergy,OCGT,CHP,DE,0.345,,,,,30.11.2004,,10.68326091,48.77188051,{'JRC': ['00000']},
Bio 1581,Bioenergy,OCGT,CHP,DE,0.38,,,,,30.11.2004,,11.97290104,48.77097716,{'JRC': ['00000']},
Bio 1582,Bioenergy,OCGT,CHP,DE,0.005,,,,,30.11.2004,,11.87393399,48.37966531,{'JRC': ['00000']},
Bio 1583,Bioenergy,OCGT,CHP,DE,0.23,,,,,01.12.2004,,11.85803027,47.91721294,{'JRC': ['00000']},
Bio 1584,Bioenergy,OCGT,CHP,DE,0.36,,,,,01.12.2004,,9.163283234,54.7498708,{'JRC': ['00000']},
Bio 1585,Bioenergy,OCGT,CHP,DE,0.895,,,,,01.12.2004,,10.74894549,49.70488014,{'JRC': ['00000']},
Bio 1586,Bioenergy,OCGT,CHP,DE,12.3,,,,,01.12.2004,,8.715958242,48.88293919,{'JRC': ['00000']},
Bio 1587,Bioenergy,OCGT,CHP,DE,0.348,,,,,01.12.2004,,8.673698987,51.21251855,{'JRC': ['00000']},
Bio 1588,Bioenergy,OCGT,CHP,DE,0.36,,,,,01.12.2004,,8.673698987,51.21251855,{'JRC': ['00000']},
Bio 1589,Bioenergy,OCGT,CHP,DE,0.24,,,,,01.12.2004,,8.673698987,51.21251855,{'JRC': ['00000']},
Bio 1590,Bioenergy,OCGT,CHP,DE,0.02,,,,,01.12.2004,,11.60675544,50.29283237,{'JRC': ['00000']},
Bio 1591,Bioenergy,OCGT,CHP,DE,0.037,,,,,01.12.2004,,8.38193886,48.02911733,{'JRC': ['00000']},
Bio 1592,Bioenergy,OCGT,CHP,DE,1.16,,,,,01.12.2004,,12.56783847,48.44831206,{'JRC': ['00000']},
Bio 1593,Bioenergy,OCGT,CHP,DE,0.35,,,,,01.12.2004,,6.694805704,50.04626593,{'JRC': ['00000']},
Bio 1594,Bioenergy,OCGT,CHP,DE,0.259,,,,,01.12.2004,,6.694805704,50.04626593,{'JRC': ['00000']},
Bio 1595,Bioenergy,OCGT,CHP,DE,1.099,,,,,01.12.2004,,12.80142963,48.35269305,{'JRC': ['00000']},
Bio 1596,Bioenergy,OCGT,CHP,DE,0.705,,,,,01.12.2004,,10.96299596,48.45215856,{'JRC': ['00000']},
Bio 1597,Bioenergy,OCGT,CHP,DE,0.265,,,,,01.12.2004,,12.37312824,48.16438408,{'JRC': ['00000']},
Bio 1598,Bioenergy,OCGT,CHP,DE,1.05,,,,,01.12.2004,,9.238340181,51.8225617,{'JRC': ['00000']},
Bio 1599,Bioenergy,OCGT,CHP,DE,0.97,,,,,01.12.2004,,12.68293023,48.11914116,{'JRC': ['00000']},
Bio 1600,Bioenergy,OCGT,CHP,DE,0.511,,,,,01.12.2004,,7.636041863,52.40180748,{'JRC': ['00000']},
Bio 1601,Bioenergy,OCGT,CHP,DE,0.556,,,,,01.12.2004,,11.10547676,49.69258671,{'JRC': ['00000']},
Bio 1602,Bioenergy,OCGT,CHP,DE,0.075,,,,,02.12.2004,,8.551325375,48.16314244,{'JRC': ['00000']},
Bio 1603,Bioenergy,OCGT,CHP,DE,0.97,,,,,02.12.2004,,10.68326091,48.77188051,{'JRC': ['00000']},
Bio 1604,Bioenergy,OCGT,CHP,DE,0.05,,,,,02.12.2004,,10.63651623,48.06197573,{'JRC': ['00000']},
Bio 1605,Bioenergy,OCGT,CHP,DE,1,,,,,03.12.2004,,10.57203642,49.2972845,{'JRC': ['00000']},
Bio 1606,Bioenergy,OCGT,CHP,DE,0.008,,,,,03.12.2004,,11.12956446,47.80798866,{'JRC': ['00000']},
Bio 1607,Bioenergy,OCGT,CHP,DE,0.15,,,,,03.12.2004,,14.85823148,50.96128899,{'JRC': ['00000']},
Bio 1608,Bioenergy,OCGT,CHP,DE,0.55,,,,,03.12.2004,,8.803270385,52.68054413,{'JRC': ['00000']},
Bio 1609,Bioenergy,OCGT,CHP,DE,0.25,,,,,03.12.2004,,8.803270385,52.68054413,{'JRC': ['00000']},
Bio 1610,Bioenergy,OCGT,CHP,DE,0.625,,,,,03.12.2004,,9.149945622,54.56796505,{'JRC': ['00000']},
Bio 1611,Bioenergy,OCGT,CHP,DE,0.43,,,,,03.12.2004,,9.906353588,53.96407322,{'JRC': ['00000']},
Bio 1612,Bioenergy,OCGT,CHP,DE,0.42,,,,,05.12.2004,,10.95367053,48.67520413,{'JRC': ['00000']},
Bio 1613,Bioenergy,OCGT,CHP,DE,0.41,,,,,06.12.2004,,10.87122255,49.81060102,{'JRC': ['00000']},
Bio 1614,Bioenergy,OCGT,CHP,DE,0.125,,,,,07.12.2004,,9.008705523,47.86440165,{'JRC': ['00000']},
Bio 1615,Bioenergy,OCGT,CHP,DE,1.07,,,,,07.12.2004,,10.69048185,49.19564287,{'JRC': ['00000']},
Bio 1616,Bioenergy,OCGT,CHP,DE,1.46,,,,,07.12.2004,,10.6180468,47.75467226,{'JRC': ['00000']},
Bio 1617,Bioenergy,OCGT,CHP,DE,0.86,,,,,07.12.2004,,11.91077839,50.21063542,{'JRC': ['00000']},
Bio 1618,Bioenergy,OCGT,CHP,DE,0.949,,,,,07.12.2004,,8.495250499,48.22401005,{'JRC': ['00000']},
Bio 1619,Bioenergy,OCGT,CHP,DE,0.1,,,,,08.12.2004,,10.1965125,47.70369498,{'JRC': ['00000']},
Bio 1620,Bioenergy,OCGT,CHP,DE,1.252,,,,,08.12.2004,,13.85438789,52.40980622,{'JRC': ['00000']},
Bio 1621,Bioenergy,OCGT,CHP,DE,1.335,,,,,08.12.2004,,10.41777849,47.7745875,{'JRC': ['00000']},
Bio 1622,Bioenergy,OCGT,CHP,DE,1.27,,,,,08.12.2004,,10.4248174,49.14747983,{'JRC': ['00000']},
Bio 1623,Bioenergy,OCGT,CHP,DE,0.38,,,,,08.12.2004,,11.08114562,48.86624784,{'JRC': ['00000']},
Bio 1624,Bioenergy,OCGT,CHP,DE,0.4,,,,,08.12.2004,,9.698013573,53.05299063,{'JRC': ['00000']},
Bio 1625,Bioenergy,OCGT,CHP,DE,0.2,,,,,08.12.2004,,13.02026841,48.39422956,{'JRC': ['00000']},
Bio 1626,Bioenergy,OCGT,CHP,DE,0.975,,,,,08.12.2004,,11.82639434,49.76571581,{'JRC': ['00000']},
Bio 1627,Bioenergy,OCGT,CHP,DE,0.71,,,,,09.12.2004,,10.87019146,48.83577039,{'JRC': ['00000']},
Bio 1628,Bioenergy,OCGT,CHP,DE,0.25,,,,,09.12.2004,,8.280624893,52.09291653,{'JRC': ['00000']},
Bio 1629,Bioenergy,OCGT,CHP,DE,0.5,,,,,09.12.2004,,10.71776074,48.9307517,{'JRC': ['00000']},
Bio 1630,Bioenergy,OCGT,CHP,DE,1.306,,,,,09.12.2004,,9.862374854,50.87359837,{'JRC': ['00000']},
Bio 1631,Bioenergy,OCGT,CHP,DE,0.93,,,,,09.12.2004,,12.25575006,48.36046135,{'JRC': ['00000']},
Bio 1632,Bioenergy,OCGT,CHP,DE,0.38,,,,,09.12.2004,,12.6215583,48.31458587,{'JRC': ['00000']},
Bio 1633,Bioenergy,OCGT,CHP,DE,0.33,,,,,09.12.2004,,10.66838893,54.27238276,{'JRC': ['00000']},
Bio 1634,Bioenergy,OCGT,CHP,DE,0.166,,,,,09.12.2004,,9.95438309,49.51209447,{'JRC': ['00000']},
Bio 1635,Bioenergy,OCGT,CHP,DE,0.32,,,,,09.12.2004,,10.46781042,48.18190794,{'JRC': ['00000']},
Bio 1636,Bioenergy,OCGT,CHP,DE,0.526,,,,,09.12.2004,,10.50687246,53.54989989,{'JRC': ['00000']},
Bio 1637,Bioenergy,OCGT,CHP,DE,0.755,,,,,09.12.2004,,10.26077224,52.64859915,{'JRC': ['00000']},
Bio 1638,Bioenergy,OCGT,CHP,DE,0.692,,,,,10.12.2004,,13.13521646,51.13313691,{'JRC': ['00000']},
Bio 1639,Bioenergy,OCGT,CHP,DE,0.42,,,,,10.12.2004,,10.80852113,48.64549474,{'JRC': ['00000']},
Bio 1640,Bioenergy,OCGT,CHP,DE,0.4,,,,,10.12.2004,,10.9256534,49.48781981,{'JRC': ['00000']},
Bio 1641,Bioenergy,OCGT,CHP,DE,2.262,,,,,13.12.2004,,12.06205429,51.38942584,{'JRC': ['00000']},
Bio 1642,Bioenergy,OCGT,CHP,DE,0.25,,,,,13.12.2004,,6.332639056,51.40539168,{'JRC': ['00000']},
Bio 1643,Bioenergy,OCGT,CHP,DE,0.4,,,,,13.12.2004,,6.332639056,51.40539168,{'JRC': ['00000']},
Bio 1644,Bioenergy,OCGT,CHP,DE,0.35,,,,,14.12.2004,,10.06720593,47.89346323,{'JRC': ['00000']},
Bio 1645,Bioenergy,OCGT,CHP,DE,0.4,,,,,14.12.2004,,9.952042406,48.34408989,{'JRC': ['00000']},
Bio 1646,Bioenergy,OCGT,CHP,DE,0.56,,,,,14.12.2004,,8.199763338,52.59820692,{'JRC': ['00000']},
Bio 1647,Bioenergy,OCGT,CHP,DE,0.42,,,,,14.12.2004,,11.42073007,49.90626755,{'JRC': ['00000']},
Bio 1648,Bioenergy,OCGT,CHP,DE,7.6,,,,,14.12.2004,,7.474714101,50.43120893,{'JRC': ['00000']},
Bio 1649,Bioenergy,OCGT,CHP,DE,0.14,,,,,14.12.2004,,8.781014734,50.32388723,{'JRC': ['00000']},
Bio 1650,Bioenergy,OCGT,CHP,DE,0.122,,,,,14.12.2004,,8.781014734,50.32388723,{'JRC': ['00000']},
Bio 1651,Bioenergy,OCGT,CHP,DE,0.345,,,,,14.12.2004,,10.00272199,53.10751709,{'JRC': ['00000']},
Bio 1652,Bioenergy,OCGT,CHP,DE,0.91,,,,,14.12.2004,,8.38193886,48.02911733,{'JRC': ['00000']},
Bio 1653,Bioenergy,OCGT,CHP,DE,0.4,,,,,14.12.2004,,11.05178059,49.97939176,{'JRC': ['00000']},
Bio 1654,Bioenergy,OCGT,CHP,DE,0.63,,,,,14.12.2004,,11.16417143,48.38969603,{'JRC': ['00000']},
Bio 1655,Bioenergy,OCGT,CHP,DE,0.545,,,,,15.12.2004,,10.00272199,53.10751709,{'JRC': ['00000']},
Bio 1656,Bioenergy,OCGT,CHP,DE,1.049,,,,,15.12.2004,,7.341773578,53.47764471,{'JRC': ['00000']},
Bio 1657,Bioenergy,OCGT,CHP,DE,0.347,,,,,15.12.2004,,10.20364337,50.12105462,{'JRC': ['00000']},
Bio 1658,Bioenergy,OCGT,CHP,DE,1.16,,,,,15.12.2004,,10.66817651,49.00036972,{'JRC': ['00000']},
Bio 1659,Bioenergy,OCGT,CHP,DE,0.365,,,,,15.12.2004,,7.930133065,53.6539958,{'JRC': ['00000']},
Bio 1660,Bioenergy,OCGT,CHP,DE,0.15,,,,,15.12.2004,,11.29847917,49.93026792,{'JRC': ['00000']},
Bio 1661,Bioenergy,OCGT,CHP,DE,0.24,,,,,15.12.2004,,8.121221197,50.37764508,{'JRC': ['00000']},
Bio 1662,Bioenergy,OCGT,CHP,DE,0.65,,,,,15.12.2004,,9.47473466,49.20796625,{'JRC': ['00000']},
Bio 1663,Bioenergy,OCGT,CHP,DE,0.006,,,,,15.12.2004,,11.62076439,48.16154421,{'JRC': ['00000']},
Bio 1664,Bioenergy,OCGT,CHP,DE,0.08,,,,,16.12.2004,,12.78103381,48.86960027,{'JRC': ['00000']},
Bio 1665,Bioenergy,OCGT,CHP,DE,0.13,,,,,16.12.2004,,12.158284,48.29027769,{'JRC': ['00000']},
Bio 1666,Bioenergy,OCGT,CHP,DE,0.82,,,,,16.12.2004,,10.62164632,48.88173356,{'JRC': ['00000']},
Bio 1667,Bioenergy,OCGT,CHP,DE,0.0053,,,,,16.12.2004,,8.031674686,48.63771288,{'JRC': ['00000']},
Bio 1668,Bioenergy,OCGT,CHP,DE,0.252,,,,,16.12.2004,,13.12539836,48.37655962,{'JRC': ['00000']},
Bio 1669,Bioenergy,OCGT,CHP,DE,12.43,,,,,16.12.2004,,8.758504426,50.12929385,{'JRC': ['00000']},
Bio 1670,Bioenergy,OCGT,CHP,DE,0.19,,,,,16.12.2004,,11.06433166,49.72250583,{'JRC': ['00000']},
Bio 1671,Bioenergy,OCGT,CHP,DE,0.325,,,,,16.12.2004,,10.15720366,49.30362265,{'JRC': ['00000']},
Bio 1672,Bioenergy,OCGT,CHP,DE,0.27,,,,,16.12.2004,,8.167690681,50.62905936,{'JRC': ['00000']},
Bio 1673,Bioenergy,OCGT,CHP,DE,0.51,,,,,16.12.2004,,8.421967121,47.75424401,{'JRC': ['00000']},
Bio 1674,Bioenergy,OCGT,CHP,DE,1.828,,,,,16.12.2004,,9.622940612,48.15388381,{'JRC': ['00000']},
Bio 1675,Bioenergy,OCGT,CHP,DE,0.78,,,,,16.12.2004,,10.62164632,48.88173356,{'JRC': ['00000']},
Bio 1676,Bioenergy,OCGT,CHP,DE,0.191,,,,,17.12.2004,,6.475567216,50.02405142,{'JRC': ['00000']},
Bio 1677,Bioenergy,OCGT,CHP,DE,0.265,,,,,17.12.2004,,6.475567216,50.02405142,{'JRC': ['00000']},
Bio 1678,Bioenergy,OCGT,CHP,DE,0.0185,,,,,17.12.2004,,13.10920566,49.15834381,{'JRC': ['00000']},
Bio 1679,Bioenergy,OCGT,CHP,DE,0.105,,,,,17.12.2004,,7.810904161,51.84730747,{'JRC': ['00000']},
Bio 1680,Bioenergy,OCGT,CHP,DE,0.44,,,,,17.12.2004,,11.72133443,50.14359266,{'JRC': ['00000']},
Bio 1681,Bioenergy,OCGT,CHP,DE,0.25,,,,,17.12.2004,,7.810904161,51.84730747,{'JRC': ['00000']},
Bio 1682,Bioenergy,OCGT,CHP,DE,0.4,,,,,20.12.2004,,8.816056377,52.58636877,{'JRC': ['00000']},
Bio 1683,Bioenergy,OCGT,CHP,DE,1.1,,,,,20.12.2004,,12.64212448,48.57457845,{'JRC': ['00000']},
Bio 1684,Bioenergy,OCGT,CHP,DE,0.21,,,,,20.12.2004,,8.421967121,47.75424401,{'JRC': ['00000']},
Bio 1685,Bioenergy,OCGT,CHP,DE,2.832,,,,,20.12.2004,,9.844029674,52.9893396,{'JRC': ['00000']},
Bio 1686,Bioenergy,OCGT,CHP,DE,0.28,,,,,20.12.2004,,11.93443538,47.88914887,{'JRC': ['00000']},
Bio 1687,Bioenergy,OCGT,CHP,DE,0.73,,,,,20.12.2004,,10.76390746,48.7211197,{'JRC': ['00000']},
Bio 1688,Bioenergy,OCGT,CHP,DE,0.995,,,,,20.12.2004,,12.39392679,48.07798555,{'JRC': ['00000']},
Bio 1689,Bioenergy,OCGT,CHP,DE,1.026,,,,,20.12.2004,,12.65530842,48.07336727,{'JRC': ['00000']},
Bio 1690,Bioenergy,OCGT,CHP,DE,0.73,,,,,20.12.2004,,10.5489947,49.6964892,{'JRC': ['00000']},
Bio 1691,Bioenergy,OCGT,CHP,DE,1.116,,,,,20.12.2004,,12.42055009,48.7338219,{'JRC': ['00000']},
Bio 1692,Bioenergy,OCGT,CHP,DE,0.17,,,,,20.12.2004,,8.38193886,48.02911733,{'JRC': ['00000']},
Bio 1693,Bioenergy,OCGT,CHP,DE,0.624,,,,,20.12.2004,,10.55979887,47.90428809,{'JRC': ['00000']},
Bio 1694,Bioenergy,OCGT,CHP,DE,0.21,,,,,20.12.2004,,10.95879207,48.52070175,{'JRC': ['00000']},
Bio 1695,Bioenergy,OCGT,CHP,DE,0.25,,,,,21.12.2004,,11.19860958,53.07229491,{'JRC': ['00000']},
Bio 1696,Bioenergy,OCGT,CHP,DE,0.1,,,,,21.12.2004,,10.96299596,48.45215856,{'JRC': ['00000']},
Bio 1697,Bioenergy,OCGT,CHP,DE,0.008,,,,,21.12.2004,,8.200737967,48.79795098,{'JRC': ['00000']},
Bio 1698,Bioenergy,OCGT,CHP,DE,0.995,,,,,21.12.2004,,11.19860958,53.07229491,{'JRC': ['00000']},
Bio 1699,Bioenergy,OCGT,CHP,DE,0.06,,,,,21.12.2004,,8.669176795,50.53739988,{'JRC': ['00000']},
Bio 1700,Bioenergy,OCGT,CHP,DE,2.722,,,,,21.12.2004,,9.62719472,47.89395361,{'JRC': ['00000']},
Bio 1701,Bioenergy,OCGT,CHP,DE,0.64,,,,,21.12.2004,,9.896880902,47.91768933,{'JRC': ['00000']},
Bio 1702,Bioenergy,OCGT,CHP,DE,1.025,,,,,21.12.2004,,10.29703969,49.25493128,{'JRC': ['00000']},
Bio 1703,Bioenergy,OCGT,CHP,DE,0.402,,,,,21.12.2004,,12.80142963,48.35269305,{'JRC': ['00000']},
Bio 1704,Bioenergy,OCGT,CHP,DE,0.24,,,,,21.12.2004,,8.420717068,47.83280614,{'JRC': ['00000']},
Bio 1705,Bioenergy,OCGT,CHP,DE,0.215,,,,,21.12.2004,,12.46827129,48.03739402,{'JRC': ['00000']},
Bio 1706,Bioenergy,OCGT,CHP,DE,0.05,,,,,21.12.2004,,7.581946301,51.43064663,{'JRC': ['00000']},
Bio 1707,Bioenergy,OCGT,CHP,DE,0.637,,,,,21.12.2004,,8.888937672,48.08671936,{'JRC': ['00000']},
Bio 1708,Bioenergy,OCGT,CHP,DE,0.33,,,,,22.12.2004,,12.30552054,50.90257088,{'JRC': ['00000']},
Bio 1709,Bioenergy,OCGT,CHP,DE,0.022,,,,,22.12.2004,,12.89989729,48.31385288,{'JRC': ['00000']},
Bio 1710,Bioenergy,OCGT,CHP,DE,0.32,,,,,22.12.2004,,7.483228437,52.03146431,{'JRC': ['00000']},
Bio 1711,Bioenergy,OCGT,CHP,DE,0.055,,,,,22.12.2004,,7.483228437,52.03146431,{'JRC': ['00000']},
Bio 1712,Bioenergy,OCGT,CHP,DE,1.082,,,,,22.12.2004,,12.69406017,48.18834379,{'JRC': ['00000']},
Bio 1713,Bioenergy,OCGT,CHP,DE,0.9,,,,,22.12.2004,,10.57862817,48.61624726,{'JRC': ['00000']},
Bio 1714,Bioenergy,OCGT,CHP,DE,0.36,,,,,22.12.2004,,12.92292601,53.67600939,{'JRC': ['00000']},
Bio 1715,Bioenergy,OCGT,CHP,DE,1.69,,,,,22.12.2004,,9.141803116,52.26284316,{'JRC': ['00000']},
Bio 1716,Bioenergy,OCGT,CHP,DE,0.959,,,,,22.12.2004,,10.84855796,48.53682766,{'JRC': ['00000']},
Bio 1717,Bioenergy,OCGT,CHP,DE,0.25,,,,,22.12.2004,,10.58259994,49.01434256,{'JRC': ['00000']},
Bio 1718,Bioenergy,OCGT,CHP,DE,1.04,,,,,22.12.2004,,10.69113558,49.39769981,{'JRC': ['00000']},
Bio 1719,Bioenergy,OCGT,CHP,DE,0.38,,,,,22.12.2004,,11.51542956,49.75653439,{'JRC': ['00000']},
Bio 1720,Bioenergy,OCGT,CHP,DE,0.15,,,,,22.12.2004,,10.4218647,47.7260837,{'JRC': ['00000']},
Bio 1721,Bioenergy,OCGT,CHP,DE,1.28,,,,,22.12.2004,,9.141803116,52.26284316,{'JRC': ['00000']},
Bio 1722,Bioenergy,OCGT,CHP,DE,0.372,,,,,22.12.2004,,11.58480313,49.81149657,{'JRC': ['00000']},
Bio 1723,Bioenergy,OCGT,CHP,DE,0.54,,,,,22.12.2004,,12.39392679,48.07798555,{'JRC': ['00000']},
Bio 1724,Bioenergy,OCGT,CHP,DE,0.536,,,,,22.12.2004,,7.29859089,52.09745107,{'JRC': ['00000']},
Bio 1725,Bioenergy,OCGT,CHP,DE,1.94,,,,,22.12.2004,,9.844029674,52.9893396,{'JRC': ['00000']},
Bio 1726,Bioenergy,OCGT,CHP,DE,0.38,,,,,22.12.2004,,10.67356924,47.93553599,{'JRC': ['00000']},
Bio 1727,Bioenergy,OCGT,CHP,DE,1.419,,,,,22.12.2004,,9.468137185,52.5511894,{'JRC': ['00000']},
Bio 1728,Bioenergy,OCGT,CHP,DE,0.73,,,,,22.12.2004,,8.551325375,48.16314244,{'JRC': ['00000']},
Bio 1729,Bioenergy,OCGT,CHP,DE,0.24,,,,,22.12.2004,,8.612577801,48.36431634,{'JRC': ['00000']},
Bio 1730,Bioenergy,OCGT,CHP,DE,0.0353,,,,,22.12.2004,,9.520832263,51.50614361,{'JRC': ['00000']},
Bio 1731,Bioenergy,OCGT,CHP,DE,1.2,,,,,22.12.2004,,9.844029674,52.9893396,{'JRC': ['00000']},
Bio 1732,Bioenergy,OCGT,CHP,DE,0.38,,,,,23.12.2004,,8.73297743,48.0758408,{'JRC': ['00000']},
Bio 1733,Bioenergy,OCGT,CHP,DE,0.008,,,,,23.12.2004,,9.731227262,49.79087287,{'JRC': ['00000']},
Bio 1734,Bioenergy,OCGT,CHP,DE,0.265,,,,,23.12.2004,,7.996355639,51.30662208,{'JRC': ['00000']},
Bio 1735,Bioenergy,OCGT,CHP,DE,1.24,,,,,23.12.2004,,10.38304907,49.29665753,{'JRC': ['00000']},
Bio 1736,Bioenergy,OCGT,CHP,DE,1.1,,,,,23.12.2004,,10.67356924,47.93553599,{'JRC': ['00000']},
Bio 1737,Bioenergy,OCGT,CHP,DE,1.999,,,,,23.12.2004,,9.465940638,54.51633345,{'JRC': ['00000']},
Bio 1738,Bioenergy,OCGT,CHP,DE,0.61,,,,,23.12.2004,,10.51545242,49.40357918,{'JRC': ['00000']},
Bio 1739,Bioenergy,OCGT,CHP,DE,0.378,,,,,23.12.2004,,10.58236475,48.33727896,{'JRC': ['00000']},
Bio 1740,Bioenergy,OCGT,CHP,DE,0.4,,,,,23.12.2004,,11.55910378,52.0868433,{'JRC': ['00000']},
Bio 1741,Bioenergy,OCGT,CHP,DE,1.18,,,,,23.12.2004,,8.888042149,52.5102824,{'JRC': ['00000']},
Bio 1742,Bioenergy,OCGT,CHP,DE,0.39,,,,,23.12.2004,,9.480865751,49.61350656,{'JRC': ['00000']},
Bio 1743,Bioenergy,OCGT,CHP,DE,1.952,,,,,23.12.2004,,10.50674961,52.27862622,{'JRC': ['00000']},
Bio 1744,Bioenergy,OCGT,CHP,DE,1.25,,,,,23.12.2004,,10.70312697,47.99477583,{'JRC': ['00000']},
Bio 1745,Bioenergy,OCGT,CHP,DE,1.098,,,,,23.12.2004,,8.640368094,48.07513432,{'JRC': ['00000']},
Bio 1746,Bioenergy,OCGT,CHP,DE,0.298,,,,,24.12.2004,,10.87019146,48.83577039,{'JRC': ['00000']},
Bio 1747,Bioenergy,OCGT,CHP,DE,0.8,,,,,27.12.2004,,7.833254611,52.99449337,{'JRC': ['00000']},
Bio 1748,Bioenergy,OCGT,CHP,DE,1.049,,,,,27.12.2004,,10.90120733,50.18565718,{'JRC': ['00000']},
Bio 1749,Bioenergy,OCGT,CHP,DE,0.37,,,,,27.12.2004,,6.880150987,49.67593344,{'JRC': ['00000']},
Bio 1750,Bioenergy,OCGT,CHP,DE,0.3,,,,,27.12.2004,,11.01278299,48.52498577,{'JRC': ['00000']},
Bio 1751,Bioenergy,OCGT,CHP,DE,0.25,,,,,27.12.2004,,7.838350496,50.47260926,{'JRC': ['00000']},
Bio 1752,Bioenergy,OCGT,CHP,DE,0.74,,,,,27.12.2004,,9.896880902,47.91768933,{'JRC': ['00000']},
Bio 1753,Bioenergy,OCGT,CHP,DE,0.5,,,,,27.12.2004,,11.73164099,50.09404712,{'JRC': ['00000']},
Bio 1754,Bioenergy,OCGT,CHP,DE,0.296,,,,,27.12.2004,,12.00684839,49.91906995,{'JRC': ['00000']},
Bio 1755,Bioenergy,OCGT,CHP,DE,0.182,,,,,27.12.2004,,12.632863,47.8684871,{'JRC': ['00000']},
Bio 1756,Bioenergy,OCGT,CHP,DE,0.44,,,,,27.12.2004,,9.520832263,51.50614361,{'JRC': ['00000']},
Bio 1757,Bioenergy,OCGT,CHP,DE,0.646,,,,,27.12.2004,,9.168991985,54.82678946,{'JRC': ['00000']},
Bio 1758,Bioenergy,OCGT,CHP,DE,0.135,,,,,28.12.2004,,10.49699329,47.76153367,{'JRC': ['00000']},
Bio 1759,Bioenergy,OCGT,CHP,DE,0.33,,,,,28.12.2004,,7.152689594,51.91789267,{'JRC': ['00000']},
